simulationId,slug,class,gradeBand,chapter,topic,activityNumber,activityTitle,subject,primaryArchetype,secondaryArchetypes,simulationFormat,xrFitType,comfortRiskLevel,expectedDurationMinutes,packageSizeTargetMb,reuseGroup,implementationNotes
sim-c08-ch04-a03-physical-properties-of-metal-sonorous-malleability-ductile-lustrous-and-,c8-ch04-a03-physical-properties-of-metal-sonorous-malleability-ductile-lustrous-and-,8,class6To8,4,Materials : Metals and Non-Metals,3,"Physical Properties of Metal: Sonorous, Malleability, Ductile, Lustrous, and Hard",chemistry,sortingBoard,,interactive3d,strongVrFit,low,9,140,chemistry:materials-metals-and-non-metals,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c08-ch04-a04-chemical-properties-of-metal-part-1,c8-ch04-a04-chemical-properties-of-metal-part-1,8,class6To8,4,Materials : Metals and Non-Metals,4,Chemical properties of metal part 1,chemistry,sortingBoard,,interactive3d,strongVrFit,low,9,140,chemistry:materials-metals-and-non-metals,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c08-ch04-a05-chemical-properties-of-metal-part-2,c8-ch04-a05-chemical-properties-of-metal-part-2,8,class6To8,4,Materials : Metals and Non-Metals,5,Chemical properties of metal part 2,chemistry,sortingBoard,,interactive3d,strongVrFit,low,9,140,chemistry:materials-metals-and-non-metals,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c08-ch04-a06-chemical-properties-of-non-metal,c8-ch04-a06-chemical-properties-of-non-metal,8,class6To8,4,Materials : Metals and Non-Metals,6,Chemical properties of non metal,chemistry,sortingBoard,,interactive3d,strongVrFit,low,9,140,chemistry:materials-metals-and-non-metals,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c08-ch04-a07-reaction-of-metals-with-water,c8-ch04-a07-reaction-of-metals-with-water,8,class6To8,4,Materials : Metals and Non-Metals,7,Reaction of metals with water,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,chemistry:materials-metals-and-non-metals,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch04-a08-reaction-of-metals-with-acid,c8-ch04-a08-reaction-of-metals-with-acid,8,class6To8,4,Materials : Metals and Non-Metals,8,Reaction of metals with acid,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,chemistry:materials-metals-and-non-metals,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch04-a09-reaction-of-metals-with-base,c8-ch04-a09-reaction-of-metals-with-base,8,class6To8,4,Materials : Metals and Non-Metals,9,Reaction of metals with base,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,chemistry:materials-metals-and-non-metals,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch04-a10-reactivity-series-of-metals,c8-ch04-a10-reactivity-series-of-metals,8,class6To8,4,Materials : Metals and Non-Metals,10,Reactivity Series of Metals,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,10,225,chemistry:materials-metals-and-non-metals,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch05-a01-introduction-of-coal,c8-ch05-a01-introduction-of-coal,8,class6To8,5,Coal and Petroleum,1,Introduction of coal,chemistry,modelInspection,,interactive3d,strongVrFit,low,10,250,chemistry:coal-and-petroleum,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch05-a02-production-of-coal-gas-coal-tar-and-coke-from-coal,c8-ch05-a02-production-of-coal-gas-coal-tar-and-coke-from-coal,8,class6To8,5,Coal and Petroleum,2,"Production of Coal-gas, Coal-tar and Coke from Coal",chemistry,processTimeline,,guidedVisualization,strongVrFit,low,10,210,chemistry:coal-and-petroleum,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch05-a03-petroleum-refinery,c8-ch05-a03-petroleum-refinery,8,class6To8,5,Coal and Petroleum,3,Petroleum refinery,chemistry,guidedTour,,virtualFieldVisit,strongVrFit,medium,11,375,chemistry:coal-and-petroleum,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c08-ch06-a01-combustion-and-ignition-temperature,c8-ch06-a01-combustion-and-ignition-temperature,8,class6To8,6,Combustion and Flame,1,Combustion and Ignition temperature,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,chemistry:combustion-and-flame,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch06-a02-heating-water-in-a-paper-cup,c8-ch06-a02-heating-water-in-a-paper-cup,8,class6To8,6,Combustion and Flame,2,Heating water in a paper cup,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:combustion-and-flame,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch06-a03-how-to-control-flre,c8-ch06-a03-how-to-control-flre,8,class6To8,6,Combustion and Flame,3,How to control flre,chemistry,modelInspection,,interactive3d,strongVrFit,low,10,250,chemistry:combustion-and-flame,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch06-a04-types-of-combustion,c8-ch06-a04-types-of-combustion,8,class6To8,6,Combustion and Flame,4,Types of combustion,chemistry,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,chemistry:combustion-and-flame,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch06-a05-structure-of-flame,c8-ch06-a05-structure-of-flame,8,class6To8,6,Combustion and Flame,5,Structure of flame,chemistry,modelInspection,,interactive3d,strongVrFit,low,10,250,chemistry:combustion-and-flame,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch07-a01-cells-of-the-human-body,c8-ch07-a01-cells-of-the-human-body,8,class6To8,7,Cell - Structure and Functions,1,Cells of the human body,biology,modelInspection,,interactive3d,strongVrFit,low,10,250,biology:cell-structure-and-functions,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch07-a02-basic-structure-of-animal-cell,c8-ch07-a02-basic-structure-of-animal-cell,8,class6To8,7,Cell - Structure and Functions,2,Basic structure of Animal cell,biology,modelInspection,,interactive3d,strongVrFit,low,10,250,biology:cell-structure-and-functions,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch08-a01-male-reproductive-organs,c8-ch08-a01-male-reproductive-organs,8,class6To8,8,Reproduction in Animals,1,Male reproductive organs,biology,modelInspection,processTimeline,interactive3d,strongVrFit,low,10,250,biology:reproduction-in-animals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch08-a02-female-reproductive-organs,c8-ch08-a02-female-reproductive-organs,8,class6To8,8,Reproduction in Animals,2,Female reproductive organs,biology,modelInspection,processTimeline,interactive3d,strongVrFit,low,10,250,biology:reproduction-in-animals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch08-a03-fertilization-in-human,c8-ch08-a03-fertilization-in-human,8,class6To8,8,Reproduction in Animals,3,Fertilization in human,biology,processTimeline,,guidedVisualization,strongVrFit,medium,10,210,biology:reproduction-in-animals,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch08-a04-development-of-embryo-in-humans,c8-ch08-a04-development-of-embryo-in-humans,8,class6To8,8,Reproduction in Animals,4,Development of embryo in humans,biology,processTimeline,,guidedVisualization,strongVrFit,medium,10,210,biology:reproduction-in-animals,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch08-a05-fertilization-in-frog,c8-ch08-a05-fertilization-in-frog,8,class6To8,8,Reproduction in Animals,5,Fertilization in frog,biology,processTimeline,,guidedVisualization,strongVrFit,low,10,210,biology:reproduction-in-animals,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch08-a06-asexual-reproduction-budding,c8-ch08-a06-asexual-reproduction-budding,8,class6To8,8,Reproduction in Animals,6,Asexual Reproduction : Budding,biology,processTimeline,,guidedVisualization,strongVrFit,low,10,210,biology:reproduction-in-animals,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch08-a07-binary-fission-in-amoeba,c8-ch08-a07-binary-fission-in-amoeba,8,class6To8,8,Reproduction in Animals,7,Binary fission in Amoeba,biology,processTimeline,,guidedVisualization,strongVrFit,low,10,210,biology:reproduction-in-animals,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch09-a01-types-of-glands-and-their-functions,c8-ch09-a01-types-of-glands-and-their-functions,8,class6To8,9,Reaching The Age of Adolescence,1,Types of Glands and their functions,science,modelInspection,sortingBoard|scenario,interactive3d,strongVrFit,medium,10,250,science:reaching-the-age-of-adolescence,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch09-a02-human-sex-determination-female,c8-ch09-a02-human-sex-determination-female,8,class6To8,9,Reaching The Age of Adolescence,2,Human sex determination- Female,science,scenario,,guidedVisualization,strongVrFit,medium,10,200,science:reaching-the-age-of-adolescence,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c08-ch09-a03-human-sex-determination-male,c8-ch09-a03-human-sex-determination-male,8,class6To8,9,Reaching The Age of Adolescence,3,Human sex determination- Male,science,scenario,,guidedVisualization,strongVrFit,medium,10,200,science:reaching-the-age-of-adolescence,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c08-ch10-a01-the-force,c8-ch10-a01-the-force,8,class6To8,10,Force and Pressure,1,The Force,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:force-and-pressure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch10-a02-the-effects-of-force-on-object-s-motion-and-shape,c8-ch10-a02-the-effects-of-force-on-object-s-motion-and-shape,8,class6To8,10,Force and Pressure,2,The effects of force on object's motion and shape,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:force-and-pressure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch10-a03-types-of-force,c8-ch10-a03-types-of-force,8,class6To8,10,Force and Pressure,3,Types of force,physics,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,physics:force-and-pressure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch10-a04-introduction-of-pressure,c8-ch10-a04-introduction-of-pressure,8,class6To8,10,Force and Pressure,4,Introduction of Pressure,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:force-and-pressure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a01-introduction-of-friction,c8-ch11-a01-introduction-of-friction,8,class6To8,11,Friction,1,Introduction of Friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a02-the-force-of-friction,c8-ch11-a02-the-force-of-friction,8,class6To8,11,Friction,2,The force of friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a03-the-factors-affecting-friction,c8-ch11-a03-the-factors-affecting-friction,8,class6To8,11,Friction,3,The factors affecting Friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a04-the-advantages-and-disadvantages-of-friction,c8-ch11-a04-the-advantages-and-disadvantages-of-friction,8,class6To8,11,Friction,4,The Advantages and Disadvantages of Friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a05-increasing-and-reducing-friction,c8-ch11-a05-increasing-and-reducing-friction,8,class6To8,11,Friction,5,Increasing and Reducing Friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a06-rolling-friction,c8-ch11-a06-rolling-friction,8,class6To8,11,Friction,6,Rolling Friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch11-a07-fluid-friction,c8-ch11-a07-fluid-friction,8,class6To8,11,Friction,7,Fluid Friction,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:friction,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch12-a01-how-the-sound-is-produced,c8-ch12-a01-how-the-sound-is-produced,8,class6To8,12,Sound,1,How the sound is produced,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:sound,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch12-a02-the-sound-produced-by-human,c8-ch12-a02-the-sound-produced-by-human,8,class6To8,12,Sound,2,The sound produced by human,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:sound,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch12-a03-propagation-of-sound,c8-ch12-a03-propagation-of-sound,8,class6To8,12,Sound,3,Propagation of Sound,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:sound,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
